TrackName                                                     AlbumName                                                     MediaType                    Genre             

Can You See Me                                                Are You Experienced?                                          MPEG audio file              Rock              

Love Or Confusion                                             Are You Experienced?                                          MPEG audio file              Rock              

I Don't Live Today                                            Are You Experienced?                                          MPEG audio file              Rock              

May This Be Love                                              Are You Experienced?                                          MPEG audio file              Rock              

Fire                                                          Are You Experienced?                                          MPEG audio file              Rock              

Third Stone From The Sun                                      Are You Experienced?                                          MPEG audio file              Rock              

Remember                                                      Are You Experienced?                                          MPEG audio file              Rock              

Are You Experienced?                                          Are You Experienced?                                          MPEG audio file              Rock              

Hey Joe                                                       Are You Experienced?                                          MPEG audio file              Rock              

Stone Free                                                    Are You Experienced?                                          MPEG audio file              Rock              

Purple Haze                                                   Are You Experienced?                                          MPEG audio file              Rock              

51st Anniversary                                              Are You Experienced?                                          MPEG audio file              Rock              

The Wind Cries Mary                                           Are You Experienced?                                          MPEG audio file              Rock              

Highway Chile                                                 Are You Experienced?                                          MPEG audio file              Rock              

Surfing with the Alien                                        Surfing with the Alien (Remastered)                           Protected AAC audio file     Rock              

Ice 9                                                         Surfing with the Alien (Remastered)                           Protected AAC audio file     Rock              

Crushing Day                                                  Surfing with the Alien (Remastered)                           Protected AAC audio file     Rock              

Always With Me, Always With You                               Surfing with the Alien (Remastered)                           Protected AAC audio file     Rock              

Satch Boogie                                                  Surfing with the Alien (Remastered)                           Protected AAC audio file     Rock              

Hill of the Skull                                             Surfing with the Alien (Remastered)                           Protected AAC audio file     Rock              

Circles                                                       Surfing with the Alien (Remastered)                           Protected AAC audio file     Rock              

Lords of Karma                                                Surfing with the Alien (Remastered)                           Protected AAC audio file     Rock              

Midnight                                                      Surfing with the Alien (Remastered)                           Protected AAC audio file     Rock              

Echo                                                          Surfing with the Alien (Remastered)                           Protected AAC audio file     Rock              

Engenho De Dentro                                             Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Alcohol                                                       Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Mama Africa                                                   Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Salve Simpatia                                                Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

W/Brasil (Chama O Síndico)                                    Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

País Tropical                                                 Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Os Alquimistas Estão Chegando                                 Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Charles Anjo 45                                               Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Selassiê                                                      Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Menina Sarará                                                 Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Que Maravilha                                                 Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Santa Clara Clareou                                           Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Filho Maravilha                                               Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Taj Mahal                                                     Jorge Ben Jor 25 Anos                                         MPEG audio file              Latin             

Rapidamente                                                   Jota Quest-1995                                               MPEG audio file              Latin             

As Dores do Mundo                                             Jota Quest-1995                                               MPEG audio file              Latin             

Vou Pra Ai                                                    Jota Quest-1995                                               MPEG audio file              Latin             

My Brother                                                    Jota Quest-1995                                               MPEG audio file              Latin             

Há Quanto Tempo                                               Jota Quest-1995                                               MPEG audio file              Latin             

Vício                                                         Jota Quest-1995                                               MPEG audio file              Latin             

Encontrar Alguém                                              Jota Quest-1995                                               MPEG audio file              Latin             

Dance Enquanto é Tempo                                        Jota Quest-1995                                               MPEG audio file              Latin             

A Tarde                                                       Jota Quest-1995                                               MPEG audio file              Latin             

Always Be All Right                                           Jota Quest-1995                                               MPEG audio file              Latin             

Sem Sentido                                                   Jota Quest-1995                                               MPEG audio file              Latin             

Onibusfobia                                                   Jota Quest-1995                                               MPEG audio file              Latin             

Pura Elegancia                                                Cafezinho                                                     MPEG audio file              World             

Choramingando                                                 Cafezinho                                                     MPEG audio file              World             

Por Merecer                                                   Cafezinho                                                     MPEG audio file              World             

No Futuro                                                     Cafezinho                                                     MPEG audio file              World             

Voce Inteira                                                  Cafezinho                                                     MPEG audio file              World             

Cuando A Noite Vai Chegando                                   Cafezinho                                                     MPEG audio file              World             

Naquele Dia                                                   Cafezinho                                                     MPEG audio file              World             

Equinocio                                                     Cafezinho                                                     MPEG audio file              World             

Papelão                                                       Cafezinho                                                     MPEG audio file              World             

Cuando Eu For Pro Ceu                                         Cafezinho                                                     MPEG audio file              World             

Do Nosso Amor                                                 Cafezinho                                                     MPEG audio file              World             

Borogodo                                                      Cafezinho                                                     MPEG audio file              World             

Cafezinho                                                     Cafezinho                                                     MPEG audio file              World             

Enquanto O Dia Não Vem                                        Cafezinho                                                     MPEG audio file              World             

The Green Manalishi                                           Living After Midnight                                         MPEG audio file              Metal             

Living After Midnight                                         Living After Midnight                                         MPEG audio file              Metal             

Breaking The Law (Live)                                       Living After Midnight                                         MPEG audio file              Metal             

Hot Rockin'                                                   Living After Midnight                                         MPEG audio file              Metal             

Heading Out To The Highway (Live)                             Living After Midnight                                         MPEG audio file              Metal             

The Hellion                                                   Living After Midnight                                         MPEG audio file              Metal             

Electric Eye                                                  Living After Midnight                                         MPEG audio file              Metal             

You've Got Another Thing Comin'                               Living After Midnight                                         MPEG audio file              Metal             

Turbo Lover                                                   Living After Midnight                                         MPEG audio file              Metal             

Freewheel Burning                                             Living After Midnight                                         MPEG audio file              Metal             

Some Heads Are Gonna Roll                                     Living After Midnight                                         MPEG audio file              Metal             

Metal Meltdown                                                Living After Midnight                                         MPEG audio file              Metal             

Ram It Down                                                   Living After Midnight                                         MPEG audio file              Metal             

Diamonds And Rust (Live)                                      Living After Midnight                                         MPEG audio file              Metal             

Victim Of Change (Live)                                       Living After Midnight                                         MPEG audio file              Metal             

Tyrant (Live)                                                 Living After Midnight                                         MPEG audio file              Metal             

Comin' Home                                                   Unplugged [Live]                                              MPEG audio file              Rock              

Plaster Caster                                                Unplugged [Live]                                              MPEG audio file              Rock              

Goin' Blind                                                   Unplugged [Live]                                              MPEG audio file              Rock              

Do You Love Me                                                Unplugged [Live]                                              MPEG audio file              Rock              

Domino                                                        Unplugged [Live]                                              MPEG audio file              Rock              

Sure Know Something                                           Unplugged [Live]                                              MPEG audio file              Rock              

A World Without Heroes                                        Unplugged [Live]                                              MPEG audio file              Rock              

Rock Bottom                                                   Unplugged [Live]                                              MPEG audio file              Rock              

See You Tonight                                               Unplugged [Live]                                              MPEG audio file              Rock              

I Still Love You                                              Unplugged [Live]                                              MPEG audio file              Rock              

Every Time I Look At You                                      Unplugged [Live]                                              MPEG audio file              Rock              

2,000 Man                                                     Unplugged [Live]                                              MPEG audio file              Rock              

Beth                                                          Unplugged [Live]                                              MPEG audio file              Rock              

Nothin' To Lose                                               Unplugged [Live]                                              MPEG audio file              Rock              

Rock And Roll All Nite                                        Unplugged [Live]                                              MPEG audio file              Rock              

Immigrant Song                                                BBC Sessions [Disc 2] [Live]                                  MPEG audio file              Rock              

Heartbreaker                                                  BBC Sessions [Disc 2] [Live]                                  MPEG audio file              Rock              

Since I've Been Loving You                                    BBC Sessions [Disc 2] [Live]                                  MPEG audio file              Rock              

Black Dog                                                     BBC Sessions [Disc 2] [Live]                                  MPEG audio file              Rock              

Dazed And Confused                                            BBC Sessions [Disc 2] [Live]                                  MPEG audio file              Rock              

Stairway To Heaven                                            BBC Sessions [Disc 2] [Live]                                  MPEG audio file              Rock              

Going To California                                           BBC Sessions [Disc 2] [Live]                                  MPEG audio file              Rock              

That's The Way                                                BBC Sessions [Disc 2] [Live]                                  MPEG audio file              Rock              

Whole Lotta Love (Medley)                                     BBC Sessions [Disc 2] [Live]                                  MPEG audio file              Rock              

Thank You                                                     BBC Sessions [Disc 2] [Live]                                  MPEG audio file              Rock              

We're Gonna Groove                                            Coda                                                          MPEG audio file              Rock              

Poor Tom                                                      Coda                                                          MPEG audio file              Rock              

I Can't Quit You Baby                                         Coda                                                          MPEG audio file              Rock              

Walter's Walk                                                 Coda                                                          MPEG audio file              Rock              

Ozone Baby                                                    Coda                                                          MPEG audio file              Rock              

Darlene                                                       Coda                                                          MPEG audio file              Rock              

Bonzo's Montreux                                              Coda                                                          MPEG audio file              Rock              

Wearing And Tearing                                           Coda                                                          MPEG audio file              Rock              

The Song Remains The Same                                     Houses Of The Holy                                            MPEG audio file              Rock              

The Rain Song                                                 Houses Of The Holy                                            MPEG audio file              Rock              

Over The Hills And Far Away                                   Houses Of The Holy                                            MPEG audio file              Rock              

The Crunge                                                    Houses Of The Holy                                            MPEG audio file              Rock              

Dancing Days                                                  Houses Of The Holy                                            MPEG audio file              Rock              

D'Yer Mak'er                                                  Houses Of The Holy                                            MPEG audio file              Rock              

No Quarter                                                    Houses Of The Holy                                            MPEG audio file              Rock              

The Ocean                                                     Houses Of The Holy                                            MPEG audio file              Rock              

In The Evening                                                In Through The Out Door                                       MPEG audio file              Rock              

South Bound Saurez                                            In Through The Out Door                                       MPEG audio file              Rock              

Fool In The Rain                                              In Through The Out Door                                       MPEG audio file              Rock              

Hot Dog                                                       In Through The Out Door                                       MPEG audio file              Rock              

Carouselambra                                                 In Through The Out Door                                       MPEG audio file              Rock              

All My Love                                                   In Through The Out Door                                       MPEG audio file              Rock              

I'm Gonna Crawl                                               In Through The Out Door                                       MPEG audio file              Rock              

Black Dog                                                     IV                                                            MPEG audio file              Rock              

Rock & Roll                                                   IV                                                            MPEG audio file              Rock              

The Battle Of Evermore                                        IV                                                            MPEG audio file              Rock              

Stairway To Heaven                                            IV                                                            MPEG audio file              Rock              

Misty Mountain Hop                                            IV                                                            MPEG audio file              Rock              

Four Sticks                                                   IV                                                            MPEG audio file              Rock              

Going To California                                           IV                                                            MPEG audio file              Rock              

When The Levee Breaks                                         IV                                                            MPEG audio file              Rock              

Good Times Bad Times                                          Led Zeppelin I                                                MPEG audio file              Rock              

Babe I'm Gonna Leave You                                      Led Zeppelin I                                                MPEG audio file              Rock              

You Shook Me                                                  Led Zeppelin I                                                MPEG audio file              Rock              

Dazed and Confused                                            Led Zeppelin I                                                MPEG audio file              Rock              

Your Time Is Gonna Come                                       Led Zeppelin I                                                MPEG audio file              Rock              

Black Mountain Side                                           Led Zeppelin I                                                MPEG audio file              Rock              

Communication Breakdown                                       Led Zeppelin I                                                MPEG audio file              Rock              

I Can't Quit You Baby                                         Led Zeppelin I                                                MPEG audio file              Rock              

How Many More Times                                           Led Zeppelin I                                                MPEG audio file              Rock              

Whole Lotta Love                                              Led Zeppelin II                                               MPEG audio file              Rock              

What Is And What Should Never Be                              Led Zeppelin II                                               MPEG audio file              Rock              

The Lemon Song                                                Led Zeppelin II                                               MPEG audio file              Rock              

Thank You                                                     Led Zeppelin II                                               MPEG audio file              Rock              

Heartbreaker                                                  Led Zeppelin II                                               MPEG audio file              Rock              

Living Loving Maid (She's Just A Woman)                       Led Zeppelin II                                               MPEG audio file              Rock              

Ramble On                                                     Led Zeppelin II                                               MPEG audio file              Rock              

Moby Dick                                                     Led Zeppelin II                                               MPEG audio file              Rock              

Bring It On Home                                              Led Zeppelin II                                               MPEG audio file              Rock              

Immigrant Song                                                Led Zeppelin III                                              MPEG audio file              Rock              

Friends                                                       Led Zeppelin III                                              MPEG audio file              Rock              

Celebration Day                                               Led Zeppelin III                                              MPEG audio file              Rock              

Since I've Been Loving You                                    Led Zeppelin III                                              MPEG audio file              Rock              

Out On The Tiles                                              Led Zeppelin III                                              MPEG audio file              Rock              

Gallows Pole                                                  Led Zeppelin III                                              MPEG audio file              Rock              

Tangerine                                                     Led Zeppelin III                                              MPEG audio file              Rock              

That's The Way                                                Led Zeppelin III                                              MPEG audio file              Rock              

Bron-Y-Aur Stomp                                              Led Zeppelin III                                              MPEG audio file              Rock              

Hats Off To (Roy) Harper                                      Led Zeppelin III                                              MPEG audio file              Rock              

In The Light                                                  Physical Graffiti [Disc 2]                                    MPEG audio file              Rock              

Bron-Yr-Aur                                                   Physical Graffiti [Disc 2]                                    MPEG audio file              Rock              

Down By The Seaside                                           Physical Graffiti [Disc 2]                                    MPEG audio file              Rock              

Ten Years Gone                                                Physical Graffiti [Disc 2]                                    MPEG audio file              Rock              

Night Flight                                                  Physical Graffiti [Disc 2]                                    MPEG audio file              Rock              

The Wanton Song                                               Physical Graffiti [Disc 2]                                    MPEG audio file              Rock              

Boogie With Stu                                               Physical Graffiti [Disc 2]                                    MPEG audio file              Rock              

Black Country Woman                                           Physical Graffiti [Disc 2]                                    MPEG audio file              Rock              

Sick Again                                                    Physical Graffiti [Disc 2]                                    MPEG audio file              Rock              

Achilles Last Stand                                           Presence                                                      MPEG audio file              Rock              

For Your Life                                                 Presence                                                      MPEG audio file              Rock              

Royal Orleans                                                 Presence                                                      MPEG audio file              Rock              

Nobody's Fault But Mine                                       Presence                                                      MPEG audio file              Rock              

Candy Store Rock                                              Presence                                                      MPEG audio file              Rock              

Hots On For Nowhere                                           Presence                                                      MPEG audio file              Rock              

Tea For One                                                   Presence                                                      MPEG audio file              Rock              

Rock & Roll                                                   The Song Remains The Same (Disc 1)                            MPEG audio file              Rock              

Celebration Day                                               The Song Remains The Same (Disc 1)                            MPEG audio file              Rock              

The Song Remains The Same                                     The Song Remains The Same (Disc 1)                            MPEG audio file              Rock              

Rain Song                                                     The Song Remains The Same (Disc 1)                            MPEG audio file              Rock              

Dazed And Confused                                            The Song Remains The Same (Disc 1)                            MPEG audio file              Rock              

No Quarter                                                    The Song Remains The Same (Disc 2)                            MPEG audio file              Rock              

Stairway To Heaven                                            The Song Remains The Same (Disc 2)                            MPEG audio file              Rock              

Moby Dick                                                     The Song Remains The Same (Disc 2)                            MPEG audio file              Rock              

Whole Lotta Love                                              The Song Remains The Same (Disc 2)                            MPEG audio file              Rock              

Natália                                                       A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

L'Avventura                                                   A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Música De Trabalho                                            A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Longe Do Meu Lado                                             A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

A Via Láctea                                                  A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Música Ambiente                                               A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Aloha                                                         A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Soul Parsifal                                                 A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Dezesseis                                                     A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Mil Pedaços                                                   A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Leila                                                         A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

1º De Julho                                                   A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Esperando Por Mim                                             A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Quando Você Voltar                                            A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

O Livro Dos Dias                                              A TempestadeTempestade Ou O Livro Dos Dias                    MPEG audio file              Latin             

Será                                                          Mais Do Mesmo                                                 MPEG audio file              Latin             

Ainda É Cedo                                                  Mais Do Mesmo                                                 MPEG audio file              Latin             

Geração Coca-Cola                                             Mais Do Mesmo                                                 MPEG audio file              Latin             

Eduardo E Mônica                                              Mais Do Mesmo                                                 MPEG audio file              Latin             

Tempo Perdido                                                 Mais Do Mesmo                                                 MPEG audio file              Latin             

Indios                                                        Mais Do Mesmo                                                 MPEG audio file              Latin             

Que País É Este                                               Mais Do Mesmo                                                 MPEG audio file              Latin             

Faroeste Caboclo                                              Mais Do Mesmo                                                 MPEG audio file              Latin             

Há Tempos                                                     Mais Do Mesmo                                                 MPEG audio file              Latin             

Pais E Filhos                                                 Mais Do Mesmo                                                 MPEG audio file              Latin             

Meninos E Meninas                                             Mais Do Mesmo                                                 MPEG audio file              Latin             

Vento No Litoral                                              Mais Do Mesmo                                                 MPEG audio file              Latin             

Perfeição                                                     Mais Do Mesmo                                                 MPEG audio file              Latin             

Giz                                                           Mais Do Mesmo                                                 MPEG audio file              Latin             

Dezesseis                                                     Mais Do Mesmo                                                 MPEG audio file              Latin             

Antes Das Seis                                                Mais Do Mesmo                                                 MPEG audio file              Latin             

Are You Gonna Go My Way                                       Greatest Hits                                                 MPEG audio file              Rock              

Fly Away                                                      Greatest Hits                                                 MPEG audio file              Rock              

Rock And Roll Is Dead                                         Greatest Hits                                                 MPEG audio file              Rock              

Again                                                         Greatest Hits                                                 MPEG audio file              Rock              

It Ain't Over 'Til It's Over                                  Greatest Hits                                                 MPEG audio file              Rock              

Can't Get You Off My Mind                                     Greatest Hits                                                 MPEG audio file              Rock              

Mr. Cab Driver                                                Greatest Hits                                                 MPEG audio file              Rock              

American Woman                                                Greatest Hits                                                 MPEG audio file              Rock              

Stand By My Woman                                             Greatest Hits                                                 MPEG audio file              Rock              

Always On The Run                                             Greatest Hits                                                 MPEG audio file              Rock              

Heaven Help                                                   Greatest Hits                                                 MPEG audio file              Rock              

I Belong To You                                               Greatest Hits                                                 MPEG audio file              Rock              

Believe                                                       Greatest Hits                                                 MPEG audio file              Rock              

Let Love Rule                                                 Greatest Hits                                                 MPEG audio file              Rock              

Black Velveteen                                               Greatest Hits                                                 MPEG audio file              Rock              

Assim Caminha A Humanidade                                    Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Honolulu                                                      Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Dancin´Days                                                   Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Um Pro Outro                                                  Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Aviso Aos Navegantes                                          Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Casa                                                          Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Condição                                                      Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Hyperconectividade                                            Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

O Descobridor Dos Sete Mares                                  Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Satisfação                                                    Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Brumário                                                      Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Um Certo Alguém                                               Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Fullgás                                                       Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Sábado À Noite                                                Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

A Cura                                                        Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Aquilo                                                        Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Atrás Do Trio Elétrico                                        Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Senta A Pua                                                   Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Ro-Que-Se-Da-Ne                                               Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Tudo Bem                                                      Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Toda Forma De Amor                                            Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Tudo Igual                                                    Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Fogo De Palha                                                 Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             

Sereia                                                        Lulu Santos - RCA 100 Anos De Música - Álbum 01               MPEG audio file              Latin             

Assaltaram A Gramática                                        Lulu Santos - RCA 100 Anos De Música - Álbum 02               MPEG audio file              Latin             
